Time, trainValue,c_shift7~ConsumptionReferenceConfiguration~7~0~1.0~false,dayCos~DayCosFactorReferenceConfiguration~0~0~1.0~false,daySin~DaySinFactorReferenceConfiguration~0~0~1.0~false,temp_shift_7~ApparentTemReferenceConfiguration~7~0~1.0~false~telaviv,temperature~ApparentTemReferenceConfiguration~0~0~1.0~false~telaviv,weekCos~WeekCosFactorReferenceConfiguration~0~0~1.0~false,weekSin~WeekSinFactorReferenceConfiguration~0~0~1.0~false,yearCos~YearCosFactorReferenceConfiguration~0~0~1.0~false,yearSin~YearSinFactorReferenceConfiguration~0~0~1.0~false
2024-12-28T15:30+02:00[Asia/Jerusalem],4928787.5,4740966.667,-0.923879532508065,-0.382683432372868,17.7437499761581,16.4437499046326,-0.666346577952901,0.745642164882364,0.983515315778607,0.180824842399783
2024-12-28T16:00+02:00[Asia/Jerusalem],4925255,4743463.333,-0.866025403785186,-0.499999999998705,17.3437503576279,16.043750166893,-0.680172737772287,0.733051871828558,0.983450403446241,0.18117754817147
2024-12-28T16:30+02:00[Asia/Jerusalem],5024122.5,4812841.667,-0.793353340289323,-0.608761429011213,16.75,15.4500002264977,-0.693761056027742,0.720205246536897,0.983385364627439,0.181530230640957
2024-12-28T17:00+02:00[Asia/Jerusalem],5166917.5,4917403.333,-0.707106781191337,-0.707106781181758,16.1562497019768,14.9000000953674,-0.707106781186231,0.707106781186864,0.983320199330545,0.181882889762993
2024-12-28T17:30+02:00[Asia/Jerusalem],5350383.333,5121295,-0.608761429010415,-0.793353340289935,15.6500000953674,14.3562499284744,-0.720205246536275,0.693761056028387,0.983254907563961,0.182235525492111
2024-12-28T18:00+02:00[Asia/Jerusalem],5460139.167,5250955,-0.500000000010437,-0.866025403778413,15.2000002264977,13.9000000953674,-0.733051871830423,0.680172737770277,0.983189489336065,0.182588137783067
2024-12-28T18:30+02:00[Asia/Jerusalem],5463345,5257705.833,-0.382683432371939,-0.92387953250845,14.7999997735024,13.5500001907349,-0.745642164881767,0.666346577953569,0.983123944655279,0.182940726590456
2024-12-28T19:00+02:00[Asia/Jerusalem],5419795,5220557.5,-0.258819045119259,-0.965925826284583,14.4062500596046,13.2000002264977,-0.757971723144516,0.65228741127921,0.983058273530045,0.183293291868872
2024-12-28T19:30+02:00[Asia/Jerusalem],5371028.333,5157441.667,-0.130526192232635,-0.991444861372154,14.0999999046326,12.7999997735024,-0.770036235238769,0.638000153933604,0.982992475968788,0.183645833573082
2024-12-28T20:00+02:00[Asia/Jerusalem],5306590,5081979.167,-8.05485971E-12,-1,13.8499999046326,12.456249833107,-0.781831482465692,0.623489801861665,0.982926551979991,0.183998351657632
2024-12-28T20:30+02:00[Asia/Jerusalem],5256293.333,5013566.667,0.13052619223109,-0.991444861372357,13.6500000953674,12.25,-0.793353340291571,0.608761429008283,0.982860501572102,0.184350846077352
2024-12-28T21:00+02:00[Asia/Jerusalem],5187139.167,4914736.667,0.258819045103698,-0.965925826288753,13.5,12.1062503457069,-0.804597779767389,0.593820185572525,0.982794324753658,0.18470331678668
2024-12-28T21:30+02:00[Asia/Jerusalem],5082746.667,4794095,0.3826834323705,-0.923879532509046,13.4062496423721,12.0937503576279,-0.815560868960346,0.578671296178276,0.982728021533139,0.185055763740453
2024-12-28T22:00+02:00[Asia/Jerusalem],5004280,4682925,0.499999999996485,-0.866025403786468,13.3937496542931,12,-0.826238774315375,0.56332005806453,0.982661591919093,0.185408186893228
2024-12-28T22:30+02:00[Asia/Jerusalem],4862280.833,4519775.833,0.608761429009179,-0.793353340290883,13.3000001311302,11.8999996781349,-0.83662776200618,0.547771839218237,0.982595035920043,0.18576058619979
2024-12-28T23:00+02:00[Asia/Jerusalem],4666550,4345706.667,0.707106781179946,-0.707106781193149,13.1562501192093,11.75,-0.846724199228404,0.532032076515146,0.98252835354457,0.186112961614703
2024-12-28T23:30+02:00[Asia/Jerusalem],4424596.667,4100301.667,0.793353340288374,-0.608761429012449,13.0625001788139,11.5812500119209,-0.856524555476432,0.516106273809862,0.98246154480123,0.186465313092759
2024-12-29T00:00+02:00[Asia/Jerusalem],4236968.333,3885196.667,0.866025403777131,-0.500000000012656,13.1874998211861,12.481250166893,-0.866025403783395,0.500000000001808,0.982394609698636,0.186817640588528
